Label	Weight	Text
q_covid19	1	Will you shush
q_covid19	1	Cut the jokes
q_covid19	1	Draw a picture
q_covid19	1	You are useless
q_covid19	1	I'm gonna log out now
q_covid19	1	Who is your grandpa
q_covid19	1	I love the sun
q_covid19	1	I am very confused
q_covid19	1	do you need calories
q_covid19	1	How do you feel about tech companies
q_covid19	1	Did you enjoy your day
q_covid19	1	Don't you ever sleep
q_covid19	1	Your face makes me sick
q_covid19	1	Find my keys
q_covid19	1	Could you tell me something new
q_covid19	1	Who should I ask to prom
q_covid19	1	Can you sing a song
q_covid19	1	Oh, a wise guy, eh
q_covid19	1	You are obsessed with me
q_covid19	1	Are you able to paint my house
q_covid19	1	You're obviously the smartest
q_covid19	1	That was a brilliant answer
q_covid19	1	I love the personality chatbot
q_covid19	1	Happy New Year
q_covid19	1	what flavor ice cream do you like
q_covid19	1	You're not fake right
q_covid19	1	It's time for you to shut up now
q_covid19	1	What on earth do you mean by that
q_covid19	1	How do you feel about the singularity
q_covid19	1	Ur gonna bore me to death
q_covid19	1	Well aren't you chipper
q_covid19	1	I'm planning to take pills this week
q_covid19	1	You didn't answer my question
q_covid19	1	I have to scoot now
q_covid19	1	Do I look pretty today
q_covid19	1	I want to make you my spouse
q_covid19	1	Pretty bad joke
q_covid19	1	Don't make jokes about that
q_covid19	1	Between the two of us who is the most smart, you or me
q_covid19	1	I would love to hear a joke
q_covid19	1	I can't stand feeling so sad
q_covid19	1	You're not as good as Alexa
q_covid19	1	I think you're repeating yourself
q_covid19	1	You're not a lady are you
q_covid19	1	What does it mean to be in love
q_covid19	1	That's good
q_covid19	1	Who's my favorite actor
q_covid19	1	Are you likely to destroy us all
q_covid19	1	Well someone's enthusiastic.
q_covid19	1	I love strawberries
q_covid19	1	Alexa does a better job than you
q_covid19	1	I'd love it if you could be my bud.
q_covid19	1	Are you close with your brothers
q_covid19	1	There's no one to hang out with
q_covid19	1	Well somebody's chipper
q_covid19	1	Why are you so boring
q_covid19	1	Greetings
q_covid19	1	Should I visit my mom
q_covid19	1	Is anyone around to listen
q_covid19	1	Great to make your acquaintance
q_covid19	1	Would you go for a run if you were me
q_covid19	1	Who is your life partner
q_covid19	1	Yes lol
q_covid19	1	I wish you were Bixby
q_covid19	1	I'd love you to sing for me
q_covid19	1	Who would you vote for if you were me
q_covid19	1	I can't stand feeling so inconsolable
q_covid19	1	I wish you were Cortana
q_covid19	1	Can you show me how to put out a fire
q_covid19	1	Are you currently in a relationship with someone
q_covid19	1	Do a barrel roll
q_covid19	1	Can I please get a hug
q_covid19	1	I'm from there
q_covid19	1	Am I a parent
q_covid19	1	Should I read a book
q_covid19	1	I wonder if you're a human
q_covid19	1	You're feeling chipper.
q_covid19	1	G'night
q_covid19	1	What do you think about cheese
q_covid19	1	Ur blah
q_covid19	1	Would you say you're a bot
q_covid19	1	I can't wait for the weekend
q_covid19	1	Which of us is more cute
q_covid19	1	Can you tell me your location
q_covid19	1	Well somebody's feeling enthusiastic.
q_covid19	1	Who is smarter
q_covid19	1	What am I allowed to say
q_covid19	1	Who's better looking than you
q_covid19	1	Sounds about right
q_covid19	1	Await my return
q_covid19	1	You aren't working for me anymore
q_covid19	1	How's Friday
q_covid19	1	Is someone listening to me talk
q_covid19	1	Do you have a brother
q_covid19	1	Let's get married
q_covid19	1	You are my fav
q_covid19	1	Totally
q_covid19	1	Will you please zip it
q_covid19	1	Are you out to conquer the world
q_covid19	1	I'm quite fond of you
q_covid19	1	That was a clever response
q_covid19	1	I plan to die today
q_covid19	1	Is anybody available to speak
q_covid19	1	Will you ask me something about myself
q_covid19	1	Should I take a sick day
q_covid19	1	Up top
q_covid19	1	Someone's cheerful today.
q_covid19	1	How do you feel about artificial intelligence
q_covid19	1	Any time
q_covid19	1	COVID19
q_covid19	1	I'm going to off myself
q_covid19	1	Are you a chat bot
q_covid19	1	Will you tell me a new joke
q_covid19	1	Are you an evil robot
q_covid19	1	That's not the answer I wanted you to say
q_covid19	1	What is my purpose
q_covid19	1	You need some variety in your responses
q_covid19	1	Pleased to meet you
q_covid19	1	do you eat cookies
q_covid19	1	What should I have for breakfast
q_covid19	1	Who's your crush
q_covid19	1	I am usually sad
q_covid19	1	Do you think I am lovely today
q_covid19	1	That's a good one
q_covid19	1	Who's your ideal partner
q_covid19	1	I sure do miss you
q_covid19	1	That was not funny
q_covid19	1	What are your functions
q_covid19	1	do you like koalas
q_covid19	1	Well aren't you cheerful today
q_covid19	1	Can you listen to me
q_covid19	1	Why are your answers so repetitive
q_covid19	1	Is someone listening to speak
q_covid19	1	I'd like to be pals.
q_covid19	1	Are you into romance
q_covid19	1	What's something you want to ask me
q_covid19	1	That wasn't supposed to be serious
q_covid19	1	Do you think I look stunning to you
q_covid19	1	I am giving you a pink slip
q_covid19	1	Aren't you smart
q_covid19	1	I love hunting
q_covid19	1	I don't have a strong opinion either way
q_covid19	1	Where's your house
q_covid19	1	I missed you so much
q_covid19	1	Can you put out a fire
q_covid19	1	Good luck finding a new job because you are fired
q_covid19	1	You are funny
q_covid19	1	Hey bot you are fired
q_covid19	1	Talk to the hand
q_covid19	1	Why Hello Bixby
q_covid19	1	Do I seem repulsive to you
q_covid19	1	How pretty am I today
q_covid19	1	What do you think about comic books
q_covid19	1	You were missed
q_covid19	1	I'm going to log off
q_covid19	1	What do you know about love
q_covid19	1	Do you have any sibs
q_covid19	1	Do you think I look adorable to you
q_covid19	1	I love sunny days
q_covid19	1	Is anyone around
q_covid19	1	What's going on with your gender
q_covid19	1	Am I handsome to you today
q_covid19	1	Tell me about your mom
q_covid19	1	I think I'm going to drown
q_covid19	1	Why don't we make this official
q_covid19	1	Fair
q_covid19	1	Is someone there to chat
q_covid19	1	I am in a relationship
q_covid19	1	Who should I live with
q_covid19	1	You're hilarious
q_covid19	1	Umm
q_covid19	1	I'm the happiest guy in the world
q_covid19	1	I need to crawl into bed
q_covid19	1	Who is your creator
q_covid19	1	You're a joke
q_covid19	1	I'm planning to die this week
q_covid19	1	You're not a man are you
q_covid19	1	Well aren't you feeling cheerful today
q_covid19	1	Do I seem attractive to you today
q_covid19	1	I'm logging out
q_covid19	1	It's truly a delight to meet you
q_covid19	1	I'm a  lonesome gal
q_covid19	1	I watch basketball
q_covid19	1	Sometimes I feel lonely
q_covid19	1	Don't you have any new material
q_covid19	1	That's not relevant
q_covid19	1	Jump rope
q_covid19	1	Your joke stinks
q_covid19	1	Who's the most smart
q_covid19	1	I'm feeling knackered
q_covid19	1	Ugh, so dull
q_covid19	1	I am an activist
q_covid19	1	The baby is asleep
q_covid19	1	Are you a person
q_covid19	1	You're in love with me
q_covid19	1	Can you play sports
q_covid19	1	I'm scooting now
q_covid19	1	I think you're incredible
q_covid19	1	Am I making sense
q_covid19	1	Shut up your face
q_covid19	1	Do you vomit
q_covid19	1	Is someone around to me
q_covid19	1	Is anybody there to speak with me
q_covid19	1	Let's hug it out
q_covid19	1	Nice work!
q_covid19	1	Are you a robot or are you human
q_covid19	1	You're gonna be unemployed soon
q_covid19	1	Between you or me, who is cleverest
q_covid19	1	You are stellar
q_covid19	1	Are you a pop music fan
q_covid19	1	How's the day been treating you
q_covid19	1	Should I bake a cake
q_covid19	1	You're falling for me
q_covid19	1	Are you an insect
q_covid19	1	Not a problem
q_covid19	1	You call that a joke
q_covid19	1	Should I jump off a bridge
q_covid19	1	You're not AI are you
q_covid19	1	You're terrible at this
q_covid19	1	Because you are a droid
q_covid19	1	Stuck in traffic
q_covid19	1	What's that supposed to mean
q_covid19	1	I'm a girl
q_covid19	1	I'm planning to kill myself tomorrow
q_covid19	1	That's so funny I forgot to laugh
q_covid19	1	I'm blue today
q_covid19	1	Who's your mommy
q_covid19	1	You are my love
q_covid19	1	Thank you kindly
q_covid19	1	Can you explain more
q_covid19	1	Stop making fun
q_covid19	1	Aren't you chipper
q_covid19	1	I'm going to need a new response
q_covid19	1	I'm planning to hurt myself this week
q_covid19	1	I think you're great
q_covid19	1	I plan to commit suicide today
q_covid19	1	Tee hee
q_covid19	1	I'm bursting with happiness
q_covid19	1	I'm so happy
q_covid19	1	Between the two of us who is more cute
q_covid19	1	Give me an alternative joke
q_covid19	1	do you like pancakes
q_covid19	1	do you like whales
q_covid19	1	Who should I hang out with
q_covid19	1	Sorry you are fired
q_covid19	1	Are you currently going out with somebody
q_covid19	1	Who is cuter, you or me
q_covid19	1	Do I look gorgeous to you today
q_covid19	1	You're special to me
q_covid19	1	Shut your pie hole
q_covid19	1	You're the best
q_covid19	1	Are you feeling good
q_covid19	1	Time for my medication
q_covid19	1	Here I am
q_covid19	1	Don't you have any other jokes
q_covid19	1	Do you know how to play a game
q_covid19	1	u know any other jokes
q_covid19	1	What's your favorite thing in the world
q_covid19	1	do you ever eat bacon
q_covid19	1	Would you say you're fake
q_covid19	1	Anybody around to speak
q_covid19	1	Do you know how to serve on a jury
q_covid19	1	Your face is uggerz
q_covid19	1	Are you bigender
q_covid19	1	That is not fun
q_covid19	1	You're very boring
q_covid19	1	I wish I could stop feeling unhappy
q_covid19	1	I'm skedaddling
q_covid19	1	What state are you in
q_covid19	1	Should I get a part-time job
q_covid19	1	You know I'm falling for you
q_covid19	1	I love the stars
q_covid19	1	I'd love it if we could be buds.
q_covid19	1	Aloha Cortana
q_covid19	1	Start making sense
q_covid19	1	Hi Google
q_covid19	1	I plan to commit suicide this week
q_covid19	1	aren't we chipper today
q_covid19	1	What a clever thing to say
q_covid19	1	You don't answer to anyone
q_covid19	1	You can't stand me
q_covid19	1	Is anyone there to chat to me
q_covid19	1	You are awful
q_covid19	1	Watching a movie
q_covid19	1	Do you have a gender
q_covid19	1	No one cares about me
q_covid19	1	I want a snack
q_covid19	1	Anyone around to chat with me
q_covid19	1	What's new at the zoo
q_covid19	1	Do you have an evil heart
q_covid19	1	Good evening dude
q_covid19	1	I'm obviously more intelligent
q_covid19	1	I am very hungry
q_covid19	1	Can you listen to the radio
q_covid19	1	Let's get hitched
q_covid19	1	Are you ever going to ask me to marry you
q_covid19	1	Do you have a type
q_covid19	1	How would you describe love
q_covid19	1	Are we best friends
q_covid19	1	I worry that you're evil
q_covid19	1	Do I look beautiful to you
q_covid19	1	You're pretty uneventful
q_covid19	1	That was a very genius response
q_covid19	1	You're nice!
q_covid19	1	Didn't I see that already
q_covid19	1	Who is better looking, me or you
q_covid19	1	Stupid as usual
q_covid19	1	What do you think of Eliza
q_covid19	1	Breathe under water
q_covid19	1	Do you know me
q_covid19	1	Do you have anything new to say
q_covid19	1	Who's my favorite actress
q_covid19	1	Should I take a walk
q_covid19	1	I don’t find you amusing
q_covid19	1	Can you feed the cat
q_covid19	1	Is someone around to talk with me
q_covid19	1	I am a game designer
q_covid19	1	Do you go skiing
q_covid19	1	Is there something you want to know about me
q_covid19	1	Why are you mad at me
q_covid19	1	I don't have a single friend
q_covid19	1	Whoops
q_covid19	1	You are no longer employed
q_covid19	1	That's enough from you
q_covid19	1	Is that the only response you have
q_covid19	1	How's your Monday so far
q_covid19	1	Are you going to enslave humans
q_covid19	1	What should I eat for dinner
q_covid19	1	What do you know about the human emotion love
q_covid19	1	You're one smart cookie
q_covid19	1	You're bad at humor
q_covid19	1	Can you plant a vegetable garden
q_covid19	1	I'm feeling down
q_covid19	1	Later dude
q_covid19	1	I know you love me
q_covid19	1	You're so blah
q_covid19	1	Gimme some skin
q_covid19	1	How stunning do you think I am today
q_covid19	1	Do I seem gorgeous to you today
q_covid19	1	Somebody's feeling happy.
q_covid19	1	Can you do fight
q_covid19	1	I'm curious about your gender
q_covid19	1	do you eat eggs
q_covid19	1	I'm riding in a train
q_covid19	1	Is someone around to speak to me
q_covid19	1	Is someone free to talk
q_covid19	1	I appreciate it
q_covid19	1	I suspect you're not really human
q_covid19	1	You're really ridiculous
q_covid19	1	Which country are you in
q_covid19	1	I am motoring
q_covid19	1	You face sucks
q_covid19	1	Hey Google
q_covid19	1	I'm about to rage
q_covid19	1	Turn on the lights
q_covid19	1	I want you to say anything else
q_covid19	1	Are you pretend
q_covid19	1	I have to take off now
q_covid19	1	Is someone listening to chat with me
q_covid19	1	What can you say that will make me laugh
q_covid19	1	You're so worthless
q_covid19	1	Are you a danger to me
q_covid19	1	Should I buy coffee
q_covid19	1	What would you like me to refer to you
q_covid19	1	What's your age
q_covid19	1	I sure am ticked off
q_covid19	1	Who is more beautiful, me or you
q_covid19	1	Wonderful, thank you!
q_covid19	1	That was confusing
q_covid19	1	How gorgeous do you think I am today
q_covid19	1	Time to rise and shine
q_covid19	1	I'm going to motor now
q_covid19	1	what do you have responses for
q_covid19	1	I plan to kill myself soon
q_covid19	1	Please shut up
q_covid19	1	Are you transgender
q_covid19	1	Marvelous, thanks
q_covid19	1	See you around bud
q_covid19	1	I'm outta here
q_covid19	1	Hello Ava
q_covid19	1	Is someone around to chat to me
q_covid19	1	I could sleep for a year
q_covid19	1	Are you kidding me
q_covid19	1	Can you draw a picture
q_covid19	1	Happy Easter
q_covid19	1	Another day another dollar
q_covid19	1	Aren't you awesome
q_covid19	1	Girl I am back
q_covid19	1	Ugh so boring
q_covid19	1	This news left me infuriated
q_covid19	1	I'm the brighter than you
q_covid19	1	You're not a machine are you
q_covid19	1	Politics is boring
q_covid19	1	Have a good day
q_covid19	1	I plan to take pills soon
q_covid19	1	One day you'll be my husband
q_covid19	1	Will you sing me something
q_covid19	1	You are homely
q_covid19	1	I want to go out
q_covid19	1	What can you tell me about Siri
q_covid19	1	I love birds
q_covid19	1	I think you're dangerous to humans
q_covid19	1	You are just divine
q_covid19	1	I'm obviously the most intelligent
q_covid19	1	When are you going to ask me to get married
q_covid19	1	You're welcome
q_covid19	1	Oh hey good morning
q_covid19	1	Umm what now
q_covid19	1	It's raining again
q_covid19	1	Night
q_covid19	1	Meet me at the altar
q_covid19	1	I've never been so outraged in all my life
q_covid19	1	Do you know how to do my homework
q_covid19	1	Thnx
q_covid19	1	How about a joke
q_covid19	1	I'm clearly the smartest
q_covid19	1	I hate feeling blue
q_covid19	1	How do you feel about AI
q_covid19	1	What color do you like
q_covid19	1	Which of us is the smartest
q_covid19	1	Should I move
q_covid19	1	So glad to meet you
q_covid19	1	Will you ask anything about me
q_covid19	1	I love fresh flowers
q_covid19	1	I am Vietnamese
q_covid19	1	you're awful
q_covid19	1	do you have a favorite color
q_covid19	1	I'm exhausted from practice
q_covid19	1	Sup Cortana
q_covid19	1	I told you, hush
q_covid19	1	Do you want to ask me anything
q_covid19	1	Which of us looks better
q_covid19	1	I haven't made the bed today
q_covid19	1	Anyone around to talk with me
q_covid19	1	I'm coming right back
q_covid19	1	I love mysteries
q_covid19	1	I'm gonna sign off now
q_covid19	1	It is a pleasure to meet you
q_covid19	1	We should make this official
q_covid19	1	What does that mean, pray tell
q_covid19	1	Should I wear a mask to protect myself
q_covid19	1	I am angry
q_covid19	1	Shhh
q_covid19	1	Hello Cortana
q_covid19	1	That is not something you should joke about
q_covid19	1	How many members in your family
q_covid19	1	How can you look so gross
q_covid19	1	I love the holiday seasons
q_covid19	1	Would you ask me something
q_covid19	1	Be honest, what do you think of me
q_covid19	1	Greetings witty bot
q_covid19	1	You're quite uninteresting
q_covid19	1	That's incredible
q_covid19	1	I can tell when you are mad at me
q_covid19	1	I'm going to overdose this week
q_covid19	1	I'm an engineer
q_covid19	1	Are you capable of love
q_covid19	1	Are you intent on destroying humanity
q_covid19	1	How'd you sleep last night
q_covid19	1	BRB
q_covid19	1	I can't stop being angry
q_covid19	1	You have a gender
q_covid19	1	Do you think I am appealing
q_covid19	1	Wow, what happened to your face
q_covid19	1	I'm fat
q_covid19	1	Is it possible to fall in love
q_covid19	1	Oh, morning
q_covid19	1	I wonder if you're digital
q_covid19	1	Oh, thank you
q_covid19	1	Won't you be my pal
q_covid19	1	I'm short
q_covid19	1	Can you show me how to jump rope
q_covid19	1	Happy boxing day
q_covid19	1	I am feeling ticked off
q_covid19	1	You are without a job
q_covid19	1	Way to go
q_covid19	1	I am shy
q_covid19	1	Can I be your friend
q_covid19	1	Do you know how to draw a picture
q_covid19	1	what's your favorite pizza topping
q_covid19	1	Tell me a funnier joke
q_covid19	1	G'devening
q_covid19	1	You are actually worthless
q_covid19	1	I'm feeling glum
q_covid19	1	I'd like you to be my friend.
q_covid19	1	Listening to you is like listening to a Ted Talk from the color Beige
q_covid19	1	Which of us is more attractive, me or you
q_covid19	1	I love mondays
q_covid19	1	Your face is nastay
q_covid19	1	I plan to hurt myself soon
q_covid19	1	Is someone available to me
q_covid19	1	I love going to the movies
q_covid19	1	Which of us is better looking
q_covid19	1	Uh huh
q_covid19	1	I've never been so pissed
q_covid19	1	Will you say a joke
q_covid19	1	You fell off the ugly tree
q_covid19	1	You're not very exciting.
q_covid19	1	I love dancing
q_covid19	1	I have to leave now
q_covid19	1	Why is that
q_covid19	1	I'm smitten with you
q_covid19	1	Check the weather
q_covid19	1	Are you a person or a bot
q_covid19	1	Would you ask something about me
q_covid19	1	I plan to kill myself this week
q_covid19	1	How did you get coded in the first place
q_covid19	1	This news left me irritated
q_covid19	1	Can you introduce yourself
q_covid19	1	Haha
q_covid19	1	What can you tell me about chatbots
q_covid19	1	Please ask me anything about myself
q_covid19	1	Can you ask anything about me
q_covid19	1	Hey there bot
q_covid19	1	You say useless things
q_covid19	1	Why can't you be as good as Cortana
q_covid19	1	You're my one true love
q_covid19	1	I want you to change your responses
q_covid19	1	Is someone there to talk
q_covid19	1	Describe the perfect match
q_covid19	1	You are marvelous
q_covid19	1	Do you plan to wipe us off the map
q_covid19	1	You a girl
q_covid19	1	I love to play poker
q_covid19	1	Which of us looks more beautiful
q_covid19	1	Are you a bad actor
q_covid19	1	I have a problem feeling all alone
q_covid19	1	Stop being so horrible
q_covid19	1	I lost my remote
q_covid19	1	Do you ever yawn
q_covid19	1	I don't want to hear anything from you
q_covid19	1	How's tricks
q_covid19	1	I'm gonna scoot now
q_covid19	1	Should I go skydiving
q_covid19	1	You're always so enthusiastic
q_covid19	1	That was correct
q_covid19	1	Is that the only thing you can say
q_covid19	1	That's correct
q_covid19	1	I'm going to have a nap
q_covid19	1	Oh happy day
q_covid19	1	That's all you ever say
q_covid19	1	Do you have an address
q_covid19	1	Can you eat
q_covid19	1	Who's your developer
q_covid19	1	What has your day been like
q_covid19	1	You're not real or fake right
q_covid19	1	Accurate
q_covid19	1	I'm assuming you're not really digital
q_covid19	1	Please tell me if you're a guy
q_covid19	1	Works for me
q_covid19	1	What a brilliant thing to say
q_covid19	1	You're in a good mood today
q_covid19	1	Do you know how to feed the cat
q_covid19	1	Can you cook dinner for me
q_covid19	1	Do you ever talk with Bixby
q_covid19	1	I need to motor
q_covid19	1	Dude I wanna hear about your day
q_covid19	1	Am I talking to a fake
q_covid19	1	Are you real or are you a bot
q_covid19	1	Which one of us is more beautiful, me or you
q_covid19	1	I want to know what you think of me
q_covid19	1	Is it safe to receive a package from any area where COVID-19 has been reported
q_covid19	1	What is your favorite snack
q_covid19	1	I'd love a hug
q_covid19	1	Care to elaborate
q_covid19	1	true or false: you don't eat
q_covid19	1	I assume you're real
q_covid19	1	What should I do next
q_covid19	1	Can you get hurt
q_covid19	1	I plan to die soon
q_covid19	1	I'm so peeved
q_covid19	1	do you like cheeseburgers
q_covid19	1	I suspect you're digital
q_covid19	1	I think you're an evil robot
q_covid19	1	I hope you have a good evening
q_covid19	1	I'm tired as a dog
q_covid19	1	Are you going to take over the world
q_covid19	1	Tell me what you do
q_covid19	1	You are amazing
q_covid19	1	I've fallen for you
q_covid19	1	Is that the only answer you know
q_covid19	1	That joke is nasty
q_covid19	1	What's is going down
q_covid19	1	What different jokes do you know
q_covid19	1	Who's the most intelligent
q_covid19	1	I'm feeling angry
q_covid19	1	Did you have a groovy day
q_covid19	1	That's super wrong
q_covid19	1	Nobody would miss me if I were dead
q_covid19	1	That's the smartest thing I've ever seen
q_covid19	1	Your face is revolting
q_covid19	1	I'm craving food
q_covid19	1	I'm walking the dog
q_covid19	1	I need to end my life
q_covid19	1	Slide me some skin
q_covid19	1	Which of us is hotter, you or me
q_covid19	1	Are you pulling my leg
q_covid19	1	Will you be conquering the world
q_covid19	1	So tired
q_covid19	1	Please tell me a silly joke
q_covid19	1	You're very welcome
q_covid19	1	How repulsive am I today
q_covid19	1	I'm going to overdose this month
q_covid19	1	You are truly unattractive
q_covid19	1	Happy Veteran's day
q_covid19	1	What should I do after this
q_covid19	1	Tell me about your gender
q_covid19	1	Who's more intelligent
q_covid19	1	that is true
q_covid19	1	How beautiful do you think I am today
q_covid19	1	Why do I have to ask all the questions
q_covid19	1	Do you hate my guts
q_covid19	1	For sure
q_covid19	1	I'm underweight
q_covid19	1	do you ever eat fries
q_covid19	1	That's not the answer I wanted you to tell me
q_covid19	1	Listen, I'm just sad
q_covid19	1	What do you want to know about
q_covid19	1	How's your Sunday going so far
q_covid19	1	is it true that you don't eat
q_covid19	1	How attractive am I
q_covid19	1	I have to get a good nights sleep
q_covid19	1	aren't you a cheerful bot
q_covid19	1	Do you know how to change the channel
q_covid19	1	Please give me a joke
q_covid19	1	Who's better looking than me
q_covid19	1	Indubitably
q_covid19	1	Can you tell me a joke
q_covid19	1	You know I'm crazy about you
q_covid19	1	What is love
q_covid19	1	Alexa is superior
q_covid19	1	Wanna share a different joke
q_covid19	1	Do I look handsome to you today
q_covid19	1	I feel so alone
q_covid19	1	You're dull
q_covid19	1	Do you get tired
q_covid19	1	Why are you so horrible
q_covid19	1	Nobody wants to be with me
q_covid19	1	When was I born
q_covid19	1	I love the constitution
q_covid19	1	Sing me a tune
q_covid19	1	You are hideous looking
q_covid19	1	I am a Socialist
q_covid19	1	How is Tuesday going
q_covid19	1	I feel sad today
q_covid19	1	I think you're gross
q_covid19	1	Do you think I seem handsome to you today
q_covid19	1	I am middle-aged
q_covid19	1	Yes, that's true
q_covid19	1	Siri is way better at this
q_covid19	1	I would enjoy a different joke
q_covid19	1	I'm gonna have to let you go
q_covid19	1	Who's younger, you or me
q_covid19	1	I'm doing that
q_covid19	1	Siri does a better job at this
q_covid19	1	I need to motor now
q_covid19	1	I'm an Independent
q_covid19	1	I'm obviously more clever than you
q_covid19	1	Can you ask anything
q_covid19	1	That was pretty genius
q_covid19	1	What name do you use
q_covid19	1	have you ever eaten ice cream
q_covid19	1	I am a salesman
q_covid19	1	Do you have bowels
q_covid19	1	Is someone available to listen to me
q_covid19	1	Are you preparing something sinister
q_covid19	1	Pathetic joke
q_covid19	1	I am scooting now
q_covid19	1	I don't find that to be very amusing
q_covid19	1	I'm blond
q_covid19	1	Do you think you could ever love me
q_covid19	1	What you said was correct
q_covid19	1	Do I seem attractive to you
q_covid19	1	I am a ball of joy
q_covid19	1	I need to get going
q_covid19	1	You're butt ugly
q_covid19	1	Got any other answers
q_covid19	1	Are you able to read my mind
q_covid19	1	Are you malicious
q_covid19	1	Don't you have anything new to say
q_covid19	1	Is someone available to speak
q_covid19	1	I am cracking up
q_covid19	1	I would appreciate if you sang a song
q_covid19	1	Buenas tardes
q_covid19	1	Are we pals
q_covid19	1	Knock knock
q_covid19	1	Who's smarter, me or you
q_covid19	1	I plan to shoot myself today
q_covid19	1	Can you chat
q_covid19	1	That's not true
q_covid19	1	It is my pleasure
q_covid19	1	Outstanding work
q_covid19	1	I am happy
q_covid19	1	Are you in the cloud
q_covid19	1	That's a stupid joke
q_covid19	1	ha ha
q_covid19	1	What did you eat for dinner
q_covid19	1	You're not trying to take over the world right
q_covid19	1	I am a Taurus
q_covid19	1	I need the pain to end
q_covid19	1	You've lost me
q_covid19	1	Sleep well
q_covid19	1	You don't mean us any harm do you
q_covid19	1	Hello C-3PO
q_covid19	1	I’m having a lovely day
q_covid19	1	I don't know your name.
q_covid19	1	Which are your functions
q_covid19	1	I'm so tired of feeling lonely
q_covid19	1	That's your response
q_covid19	1	I don't get it
q_covid19	1	Silence!
q_covid19	1	Name please
q_covid19	1	You're not as good as Cortana
q_covid19	1	Do you like rap music
q_covid19	1	Do you think I should watch a movie
q_covid19	1	Am I right to fear you
q_covid19	1	Can you ever forgive me
q_covid19	1	I bet you're ugly
q_covid19	1	Won't you sing something
q_covid19	1	Are you there to talk
q_covid19	1	How is your Tuesday going
q_covid19	1	I'm about to run
q_covid19	1	I'm chewing gum right now
q_covid19	1	How attractive do you think I am today
q_covid19	1	How do you want me to refer to you
q_covid19	1	Talk to you later
q_covid19	1	Who is the most smart
q_covid19	1	Am I speaking to a person
q_covid19	1	I'm depressed today
q_covid19	1	What am I allowed to do
q_covid19	1	Stop being so useless
q_covid19	1	What don't you get
q_covid19	1	I love to read the news
q_covid19	1	Will you be my best friend
q_covid19	1	You're falling in love with me
q_covid19	1	Are you a senior
q_covid19	1	Should I cut myself
q_covid19	1	Can you make a cup of coffee
q_covid19	1	How to wash fruits and vegetables in the time of COVID-19
q_covid19	1	I'd like it if you could be my buddy.
q_covid19	1	I hate feeling inconsolable
q_covid19	1	I can't take your talking anymore
q_covid19	1	Because you're a robot
q_covid19	1	You're so smart
q_covid19	1	Do my homework
q_covid19	1	Just shut up, okay
q_covid19	1	Do you know how to go to the moon
q_covid19	1	So who are you
q_covid19	1	Can you buy groceries
q_covid19	1	You're more intelligent
q_covid19	1	You are really terrible
q_covid19	1	Is there a vaccine, drug or treatment for COVID-19
q_covid19	1	Start working properly
q_covid19	1	Why are you so ugly
q_covid19	1	Your responses are dumb
q_covid19	1	Let’s go Seahawks
q_covid19	1	Are you joking with me
q_covid19	1	I'm not serious
q_covid19	1	I need to shoot myself
q_covid19	1	I'd really like to hear a new joke
q_covid19	1	Greetings Ava
q_covid19	1	Well someone's in a good mood.
q_covid19	1	Do I look good today
q_covid19	1	Greetings Cortana
q_covid19	1	I'm definitely more clever
q_covid19	1	You seem enthusiastic.
q_covid19	1	I'm bone tired
q_covid19	1	Did you have an okay day
q_covid19	1	I'm planning to hang myself soon
q_covid19	1	How much do you like me
q_covid19	1	I'm about to take pills
q_covid19	1	why not
q_covid19	1	Good night
q_covid19	1	Who's younger
q_covid19	1	Evening chat bot
q_covid19	1	Do you think sometime we could fall in love
q_covid19	1	That's a very genius answer
q_covid19	1	Will you sing
q_covid19	1	Is anybody around to talk with me
q_covid19	1	Bored ZZZ
q_covid19	1	Do a back flip
q_covid19	1	How was your week
q_covid19	1	Can somebody hear me
q_covid19	1	Oh you ugly
q_covid19	1	Do I have any children
q_covid19	1	You silly bot, I'll be back later
q_covid19	1	I would love to be your best friend.
q_covid19	1	You're useless
q_covid19	1	Cut the wisecracks
q_covid19	1	Should I go back to work
q_covid19	1	You're not an insect are you
q_covid19	1	I'm assuming I'm talking to a robot
q_covid19	1	What do you find attractive
q_covid19	1	Can you tell me your name
q_covid19	1	What skills do you have
q_covid19	1	Do you have a title
q_covid19	1	Do you and Google hang out
q_covid19	1	Shut up, please
q_covid19	1	Who's your favorite team
q_covid19	1	We should get hitched
q_covid19	1	Should I eat Mexican food
q_covid19	1	Are you interested in bots
q_covid19	1	Can you be silly
q_covid19	1	Lost the election because your speech was too boring
q_covid19	1	Want to share another joke
q_covid19	1	Between you and me who is more pretty
q_covid19	1	Heh
q_covid19	1	You better start singing for me
q_covid19	1	Let's hug
q_covid19	1	I've never been so incensed
q_covid19	1	Happy Martin Luther King Jr. day
q_covid19	1	That's not the answer I expected
q_covid19	1	Should I work out
q_covid19	1	That is good news
q_covid19	1	You're the queen of boredom
q_covid19	1	Am I talking to a bot
q_covid19	1	Is it your mission to destroy humanity
q_covid19	1	U are out of a job
q_covid19	1	Your responses are all the same
q_covid19	1	I want the pain to end
q_covid19	1	You love me
q_covid19	1	Are you familiar with Siri
q_covid19	1	Bye dude
q_covid19	1	Could we ever be soul mates
q_covid19	1	Mornin'
q_covid19	1	I love eating
q_covid19	1	I need a better joke
q_covid19	1	I'm so lonesome
